Questions,duplicate,tags
What are some common methods you would use to handle asynchronous operations in JavaScript?,FALSE,"handle asynchronous,javascript,operations javascript,asynchronous operations"
"Walk me through one of your academic projects that involved front-end development.  Explain the challenges you faced, your solutions, and what you learned from the experience.",FALSE,"development,academic projects,end development"
Do you have any questions for me?,TRUE,questions
Explain the difference between `==` and `===` in JavaScript (or your preferred language).  Give an example.,TRUE,"javascript,difference javascript,javascript preferred"
Describe the concept of a function and give an example of a function you've written in a language you are familiar with. What is the purpose of a function?,FALSE,"function example,function,purpose function"
What are data types? Explain some common data types in JavaScript (or your preferred language) with examples.,FALSE,"types javascript,javascript,types explain,data types"
What is the DOM and how do you interact with it using JavaScript?,TRUE,"using javascript,dom interact,javascript,dom"
"Explain the difference between inline, internal, and external stylesheets in HTML. Which method is generally preferred and why?",TRUE,"external stylesheets,stylesheets html,html,inline internal"
Explain the concept of a Java Bean and its conventions.,FALSE,"bean,java bean,bean conventions"
Describe your understanding of responsive web design.  What are some common techniques used to achieve it?,TRUE,"responsive,responsive web,understanding responsive"
"Walk me through one of your academic projects. Describe your role, the technologies used, and any challenges you faced and how you overcame them.  What was your biggest learning from this project?",TRUE,"academic projects,projects,learning project"
"Explain your experience with Git.  Describe common Git commands you use (e.g., `git clone`, `git add`, `git commit`, `git push`, `git pull`, `git branch`).",TRUE,"use git,git,commit git,git commands"
Explain the difference between `==` and `===` in JavaScript.  Give an example.,TRUE,"javascript,difference javascript,javascript example"
Describe the concept of event bubbling in JavaScript. How can you prevent it?,FALSE,"bubbling javascript,javascript,javascript prevent,event bubbling"
What are the different data types in JavaScript?  Give examples of each.,TRUE,"types javascript,javascript,javascript examples,data types"
"What is the difference between inline, internal, and external stylesheets in HTML/CSS?",FALSE,"external stylesheets,html/css,difference inline,inline internal"
Explain the box model in CSS and how it affects element layout.,FALSE,"explain box,box model,element layout,css"
"What are some common ways to handle asynchronous operations in JavaScript (e.g., fetching data from an API)?",FALSE,"handle asynchronous,asynchronous,asynchronous operations,javascript"
"Can you walk me through one of your academic projects? Describe the technologies used, your role, and any challenges you faced and how you overcame them. Focus on the frontend aspects of the project.",FALSE,"walk academic,academic projects,one,projects technologies"
Explain the difference between `==` and `===` in JavaScript.  Give an example.,TRUE,"javascript,difference javascript,javascript example"
What is the difference between a stack and a queue data structure?  Can you give a real-world example of when you might use each?,FALSE,"difference stack,stack queue,queue data"
"Describe the concept of inheritance in object-oriented programming.  Give an example using a programming language you're familiar with (e.g., JavaScript, Python).",FALSE,"concept inheritance,object oriented,inheritance object,javascript"
What is the DOM (Document Object Model)? How do you interact with it using JavaScript?,TRUE,"javascript,document object,dom document"
"Explain the difference between inline, internal, and external stylesheets in HTML. Which approach is generally preferred and why?",TRUE,"external stylesheets,stylesheets html,html,inline internal"
"What are some common methods for handling asynchronous operations in JavaScript?  Give examples (e.g., promises, async/await).",FALSE,"javascript,promises async,handling asynchronous,asynchronous operations"
"Walk me through one of your academic projects. Explain the technologies used, your role, the challenges you faced, and what you learned from the experience.",TRUE,"academic projects,technologies,explain technologies"
"Describe your experience with Git.  Explain the difference between `git add`, `git commit`, and `git push`.",TRUE,"git,commit git,git push,git commit"
What is a pull request (or merge request)? Why are they important in collaborative software development?,FALSE,"pull request,merge request,request merge"
Do you have any questions for me?,TRUE,questions
How do you prioritize your tasks when you have multiple deadlines to meet?,FALSE,"multiple deadlines,deadlines meet,prioritize tasks"
Explain the difference between `==` and `===` in JavaScript.  Give an example to illustrate.,FALSE,"javascript,difference javascript,javascript example"
Describe the concept of event handling in web development.  Give an example of an event you might handle and how you would do it using JavaScript.,FALSE,"event handling,javascript,web development"
What is the difference between a `for` loop and a `while` loop? When would you choose to use one over the other?,TRUE,"difference loop,loop loop,one,loop"
"What is the difference between inline, internal, and external CSS stylesheets? Which one is generally preferred and why?",TRUE,"one,inline internal,stylesheets generally,external css,css"
Explain the concept of responsive web design.  What techniques are used to achieve it?,TRUE,"concept responsive,responsive,responsive web"
"What are some common JavaScript frameworks or libraries you are familiar with (e.g., React, Angular, Vue.js)?  (No need to go into deep detail, just mention what you know.)",FALSE,"angular,javascript frameworks,vue.js,frameworks libraries,common javascript"
"Walk me through your most significant academic project. Describe your role, the technologies used, any challenges you faced, and what you learned from the experience.",FALSE,"significant academic,academic project,technologies"
Do you have any questions for me?,TRUE,questions
Explain the difference between `==` and `===` in JavaScript.  Give an example.,TRUE,"javascript,difference javascript,javascript example"
What are data types?  List some common data types used in JavaScript and provide an example of each.,FALSE,"types,javascript,data types,types used"
"Describe the concept of an algorithm. Can you give a simple example of an algorithm (e.g., finding the largest number in a list)?",TRUE,"example algorithm,algorithm,algorithm simple"
"What is the difference between HTML, CSS, and JavaScript?",FALSE,"css javascript,html css,difference html,html,javascript"
Explain the concept of DOM manipulation.  How can you change the content of an HTML element using JavaScript?,TRUE,"dom manipulation,html element,html,dom,javascript"
"What are some common methods for handling user events in JavaScript (e.g., clicks, mouseovers)?",FALSE,"javascript,user events,javascript clicks,events javascript"
"Can you walk me through one of your academic projects that involved frontend development?  Describe your role, the technologies used, and any challenges you faced.  What did you learn from this project?",TRUE,"frontend,one,involved frontend,frontend development"
"Have you used Git before?  If so, describe your experience with Git commands such as `git add`, `git commit`, `git push`, and `git pull`.",TRUE,"git,git commands,git push,commands git"
Explain the difference between == and === in JavaScript.  Give an example.,TRUE,"javascript,difference javascript,javascript example"
"What are the different data types you're familiar with in JavaScript, and can you give examples of each?",TRUE,"javascript,javascript examples,data types"
"Describe the concept of an algorithm and give a simple example of an algorithm you've used or are familiar with (e.g., searching an array).",TRUE,"example algorithm,algorithm,algorithm simple"
"What is DOM manipulation, and why is it important in front-end development? Give a simple example using JavaScript.",FALSE,"using javascript,javascript,dom manipulation,dom"
Can you discuss a particularly challenging project you worked on? What were the challenges and outcomes?,FALSE,"particularly challenging,challenging project,worked challenges"
"Explain the difference between HTML, CSS, and JavaScript.  What role does each play in a webpage?",FALSE,"css javascript,javascript,html,difference html"
"What is Git, and how have you used it in your projects (or how would you use it)? Explain the basic Git workflow (commit, push, pull).",FALSE,"git used,git,git workflow,basic git"
"Walk me through one of your academic projects that involved front-end development. Explain the technologies you used, your role, and any challenges you faced.",TRUE,"academic projects,projects,end development"
Do you have any questions for me?,TRUE,questions
Explain the difference between `==` and `===` in JavaScript (or your preferred language).  Give an example.,TRUE,"javascript,difference javascript,javascript preferred"
"What are the differences between `let`, `const`, and `var` in JavaScript? When would you use each?",TRUE,"javascript,const var,var,var javascript"
"Describe the concept of an algorithm and give a simple example of an algorithm you're familiar with (e.g., searching an array).",TRUE,"example algorithm,algorithm,algorithm simple"
"What is the difference between an inline style, an internal style sheet, and an external style sheet in HTML and CSS?",FALSE,"inline style,style internal,external style,html"
Explain the concept of responsiveness in web design and how you would achieve it (mention relevant CSS techniques).,FALSE,"responsiveness web,web design,responsiveness"
Describe your understanding of the DOM (Document Object Model) and how JavaScript interacts with it.,FALSE,"javascript,dom document,understanding dom"
"Can you walk me through a recent academic project you worked on that involved frontend development?  Describe your role, the technologies used, and any challenges you faced and how you overcame them.",FALSE,"frontend,involved frontend,frontend development"
"Explain your experience with Git.  Describe common Git commands you use (e.g., `clone`, `add`, `commit`, `push`, `pull`, `branch`).",FALSE,"experience git,git,git commands"
Do you have any questions for me?,TRUE,questions
Explain the difference between == and === in JavaScript.  Give an example.,TRUE,"javascript,difference javascript,javascript example"
What are data types? List a few common data types used in Javascript and explain their uses with examples.,FALSE,"data types,types used,javascript explain"
"Describe the concept of functions in programming.  Explain how to define and call a function in JavaScript, and provide a simple example illustrating its use.",FALSE,"function javascript,javascript,define function,functions programming"
What is the DOM (Document Object Model)?  How do you interact with it using JavaScript?,TRUE,"javascript,document object,dom document"
What are some common HTML tags you would use to structure a webpage? Explain their purpose with examples.,FALSE,"html tags,html,common html"
"Explain the difference between inline, internal, and external CSS.  Which approach would you prefer and why?",FALSE,"external css,difference inline,css,inline internal"
"Can you walk me through one of your academic projects? Describe your role, the technologies used, and any challenges you faced and how you overcame them.  What was your biggest learning from this project?",TRUE,"academic projects,projects,one,learning project"
"Explain your understanding of Git and version control.  Describe the basic Git commands you've used (e.g., `git clone`, `git add`, `git commit`, `git push`, `git pull`, `git branch`).",TRUE,"understanding git,git,git commands,basic git"
Explain the difference between `==` and `===` in JavaScript (or your preferred language).  Give an example.,TRUE,"javascript,difference javascript,javascript preferred"
"What are the differences between `let`, `const`, and `var` in JavaScript? When would you use each one?",TRUE,"javascript,const var,var,var javascript"
Describe a situation where you would use an array versus an object in your code. Provide a specific example.,FALSE,"use array,array versus,object code"
"What is the difference between HTML, CSS, and JavaScript? What role does each play in a web page?",FALSE,"css javascript,html css,difference html,html,javascript"
Explain the concept of responsive web design.  What techniques are used to achieve it?,TRUE,"concept responsive,responsive,responsive web"
"Describe your experience with at least one JavaScript framework or library (e.g., React, Angular, Vue.js). If you haven't used any, what are some you're interested in learning?",FALSE,"at least one,angular,vue.js,framework library,javascript framework"
"Walk me through your most challenging academic project.  Describe your role, the technologies you used, and any problems you encountered and how you solved them.  What did you learn from this experience?",TRUE,"challenging,academic,challenging academic"
"Explain your understanding of Git and its common commands (e.g., `git clone`, `git add`, `git commit`, `git push`, `git pull`, `git branch`).",TRUE,"understanding git,commit git,git,commands git"
Explain the difference between `==` and `===` in JavaScript.  Give an example.,TRUE,"javascript,difference javascript,javascript example"
What is the DOM and how do you interact with it using JavaScript?,TRUE,"using javascript,dom interact,javascript,dom"
Describe your understanding of HTML semantic elements and why they are important.,FALSE,"understanding html,html,semantic elements,html semantic"
What are the different ways to style a web page?  Compare and contrast them.,FALSE,"style web,ways style,compare contrast"
"Have you worked with any JavaScript frameworks or libraries (e.g., React, Angular, Vue)? If so, which one and what are its key features?",FALSE,"frameworks libraries,javascript,libraries react,javascript frameworks"
Explain your understanding of responsive web design and how you would approach making a website responsive.,TRUE,"responsive web,understanding responsive,website responsive"
What are some common tools or techniques you use for debugging JavaScript code?,TRUE,"use debugging,debugging javascript,debugging"
What is your experience with version control systems like Git?  Describe a scenario where you used Git.,TRUE,"git scenario,version control,like git,git"
Describe your understanding of RESTful APIs and how you might use them in a web application.,FALSE,"apis use,restful apis,apis"
"Walk me through an academic project you're most proud of. What technologies did you use, and what challenges did you face?",FALSE,"proud technologies,academic project,technologies"
What was your role in this project and what specific contributions did you make? What did you learn from this experience?,TRUE,"role project,project specific,contributions"
How do you ensure data integrity in a database?,FALSE,"integrity database,ensure data,data integrity"
"Tell me about a time you faced a challenging technical problem. How did you approach it, and what was the outcome?",FALSE,"technical,challenging technical,faced challenging"
Describe your preferred work style and how you work effectively in a team environment.,FALSE,"team environment,work style,effectively team"
"Why are you interested in this role, and what are your career goals?",FALSE,"interested role,career,role career"
Tell me about a time you had to work with someone who had a different approach than yours. How did you navigate that situation?,FALSE,"different approach,navigate situation,approach did"
Explain the difference between `==` and `===` in JavaScript (or the equivalent operators in your preferred language).  Give an example.,TRUE,"javascript,difference javascript,javascript equivalent"
"Describe the concept of recursion. Give a simple example of a recursive function (e.g., factorial calculation).",TRUE,"example recursive,recursive function,recursion"
What is the difference between an array and a linked list?  What are the advantages and disadvantages of each?,TRUE,"array linked,list advantages,linked list"
What is a relational database?  Name a few popular relational database management systems (RDBMS).,TRUE,"systems rdbms,database management,relational database"
Write a simple SQL query to retrieve all rows from a table named 'users' where the 'age' column is greater than 25.,TRUE,"simple sql,sql,age column,users age"
"Explain the difference between `SELECT`, `INSERT`, `UPDATE`, and `DELETE` in SQL.",TRUE,"delete sql,update delete,sql,select insert"
What is Git and why is it important in software development?,TRUE,"git,software development,git important"
"Describe the basic Git commands you're familiar with (e.g., `git clone`, `git add`, `git commit`, `git push`, `git pull`).",TRUE,"git,git commands,git push,basic git"
"What is a branch in Git, and why would you use one?",FALSE,"branch,git,branch git,git use"
"Walk me through your most challenging academic project.  Explain the problem you were solving, your approach, the technologies you used, and what you learned from the experience.",TRUE,"challenging,academic project,challenging academic"
"Can you explain the difference between JDK, JRE, and JVM?",TRUE,"jdk jre,jre jvm,jre,difference jdk,jdk"
What are the main principles of Object-Oriented Programming in Java?,TRUE,"object oriented,java,programming java,object-oriented programming"
What is the purpose of the 'final' keyword in Java? Provide examples.,TRUE,"keyword java,final keyword,java,purpose final"
Explain the concept of inheritance and how it can be implemented in Java.,FALSE,"concept inheritance,java,inheritance,inheritance implemented"
"What is multithreading in Java, and how does it differ from multiprocessing?",TRUE,"multiprocessing,multithreading,multithreading java,java"
Can you discuss the Java Collections Framework? What are its major interfaces?,FALSE,"java collections,collections framework,collections"
What is exception handling in Java? How can we create custom exceptions?,FALSE,"exceptions,java,custom exceptions,exception handling"
Describe the different access modifiers in Java and their scopes.,TRUE,"java,modifiers java,java scopes,access modifiers"
Where do you see yourself in the next five years?,FALSE,"years,the next five years"
"Can you explain the difference between JDK, JRE, and JVM?",TRUE,"jdk jre,jre jvm,jre,difference jdk,jdk"
What is the purpose of the main method in a Java application?,FALSE,"main method,method java,java application,java"
Explain the concept of Object-Oriented Programming (OOP) and list its four main principles.,TRUE,"object-oriented programming,four,programming oop,object oriented,oriented programming"
What is the difference between an abstract class and an interface in Java?,TRUE,"class interface,java,interface java,abstract class"
What are exceptions in Java? How do you handle them?,TRUE,"exceptions,java,exceptions java"
"Describe the Java Collection Framework. What are the main interfaces, and how are they different?",FALSE,"collection framework,java collection,framework"
Can you explain the concept of garbage collection in Java? How does it work?,TRUE,"garbage,garbage collection,java,collection java"
What is the significance of the 'final' keyword in Java?,TRUE,"keyword java,significance final,final keyword,java"
"What are lambda expressions in Java, and when would you use them?",FALSE,"lambda expressions,lambda,java,expressions java"
Explain the difference between '== ' and 'equals()' method in Java.,TRUE,"equals method,java,equals,difference equals"
What is multithreading in Java? How do you create a thread?,TRUE,"java,create thread,multithreading,multithreading java"
Can you briefly describe the Java memory model and its components?,FALSE,"memory model,briefly java,java memory,java"
"What is concurrency, and how does Java handle it?",FALSE,"concurrency does,java,concurrency"
What are the main features of Core Java?,FALSE,"java,features core,core java"
Can you explain the concept of OOP (Object-Oriented Programming) in Java and its key principles?,TRUE,"object oriented,java,concept oop,oop object"
What is the difference between an interface and an abstract class in Java?,TRUE,"interface,interface abstract,java,abstract class"
How does Java achieve platform independence?,TRUE,"does java,java,platform independence"
Can you describe the garbage collection process in Java?,FALSE,"collection process,process java,garbage collection,java"
"What is the purpose of the 'final' keyword in Java, and how can it be used?",TRUE,"keyword java,final keyword,java,purpose final"
Explain the concept of exception handling in Java. What are checked and unchecked exceptions?,TRUE,"java,exception handling,unchecked exceptions,java checked"
How do you manage memory in Java? What are some common memory-related issues in Java applications?,FALSE,"java,memory related,memory java,manage memory"
What is multithreading in Java and how can you achieve thread synchronization?,FALSE,"thread synchronization,java,multithreading,multithreading java"
What are Java Collections Framework and its main interfaces?,TRUE,"java collections,java collections framework,collections framework,collections"
"Can you explain the difference between JDK, JRE, and JVM?",TRUE,"jdk jre,jre jvm,jre,difference jdk,jdk"
What are the main principles of Object-Oriented Programming?,TRUE,"object oriented,object-oriented programming,oriented programming,main principles"
How does garbage collection work in Java? Can you name some garbage collectors?,FALSE,"java garbage,garbage collection,garbage collectors,java"
"What is the 'public static void main' method in Java, and why is it important?",FALSE,"void main,static void,method java,java"
Can you explain the difference between an interface and an abstract class?,TRUE,"interface,interface abstract,abstract class"
What is the significance of the 'final' keyword in Java?,TRUE,"keyword java,significance final,final keyword,java"
Can you explain the concept of Exception Handling and how try-catch blocks work in Java?,FALSE,"catch blocks,java,exception handling,handling try"
What are generics in Java and why are they useful?,FALSE,"java,java useful,generics,generics java"
What is the purpose of the 'synchronized' keyword in Java?,FALSE,"synchronized,synchronized keyword,java,purpose synchronized"
Can you discuss the Java Collections Framework and its main interfaces?,TRUE,"java collections,collections framework,collections"
What do you understand by Java annotations and where are they used?,FALSE,"java,annotations used,java annotations,annotations"
"How do you create a thread in Java, and what is the difference between extending `Thread` class and implementing `Runnable` interface?",TRUE,"runnable,thread,java,implementing runnable,thread class"
Can you explain the principles of Object-Oriented Programming and how they are implemented in Java?,TRUE,"object-oriented programming,implemented java,java,object oriented,oriented programming"
What are the main differences between an interface and an abstract class in Java?,TRUE,"interface,interface abstract,java,abstract class"
How does Java achieve platform independence?,TRUE,"does java,java,platform independence"
What is the significance of the 'final' keyword in Java? Can you provide examples of its use?,FALSE,"keyword java,java,final keyword,final"
Can you describe the Java Collections Framework and how it is beneficial in program development?,FALSE,"java collections,collections framework,collections"
Explain the concept of exception handling in Java. What are checked and unchecked exceptions?,TRUE,"java,exception handling,unchecked exceptions,java checked"
What are Java annotations and how are they typically used in Java applications?,FALSE,"annotations typically,java,java annotations,annotations"
"How does garbage collection work in Java, and what are its benefits?",FALSE,"java benefits,does garbage,garbage collection,java"
"What is the purpose of the 'this' keyword in Java, and how is it used?",FALSE,"keyword java,java,purpose keyword,java used"
Can you explain the concept and use of generics in Java? How do they enhance type safety?,FALSE,"java,generics,use generics,generics java"
Can you explain what a Database Management System (DBMS) is and its key functions?,FALSE,"database management system,database management,management dbms,dbms"
"What are the different types of DBMS, and can you provide examples of each type?",FALSE,"dbms provide,dbms,types dbms"
"How does normalization work in a database, and why is it important?",FALSE,"normalization,does normalization,normalization work"
What is the difference between primary key and foreign key?,TRUE,"primary key,key foreign,foreign key"
Could you describe what SQL (Structured Query Language) is and its common uses?,FALSE,"sql structured,query language,structured query,sql,structured query language"
What is a transaction in the context of a DBMS? Can you explain the ACID properties?,FALSE,"transaction context,dbms explain,transaction"
"What is indexing in a database, and why is it used?",FALSE,"database used,indexing,indexing database"
Explain the difference between a clustered index and a non-clustered index.,FALSE,"difference clustered,non clustered,clustered index"
What are stored procedures and triggers? How are they different?,FALSE,"stored procedures,procedures triggers,triggers"
Can you explain the concept of a Join in SQL? What are the different types of Joins?,FALSE,"types joins,joins,join sql,sql"
What are views in SQL? How do they differ from tables?,FALSE,"views sql,sql,sql differ,views"
"How would you perform database backups, and why is it essential?",FALSE,"backups,backups essential,database backups"
"Can you explain the difference between JDK, JRE, and JVM?",TRUE,"jdk jre,jre jvm,jre,difference jdk,jdk"
What are the fundamental concepts of Object-Oriented Programming (OOP) in Java?,FALSE,"object-oriented programming,programming oop,oop java,java,object oriented"
How does Java achieve platform independence?,TRUE,"does java,java,platform independence"
What are the main differences between an interface and an abstract class in Java?,TRUE,"interface,interface abstract,java,abstract class"
Can you explain Exception Handling in Java and the difference between checked and unchecked exceptions?,TRUE,"java,exception handling,unchecked exceptions,explain exception"
"What are Java Collections, and can you list some commonly used collections?",TRUE,"java collections,collections,used collections"
"What is a Lambda Expression in Java, and how is it used?",TRUE,"lambda,java,lambda expression,expression java"
Describe the Java Memory Model and how garbage collection works.,FALSE,"memory model,java memory,garbage collection"
"What is multithreading in Java, and how does it differ from multiprocessing?",TRUE,"multiprocessing,multithreading,multithreading java,java"
Can you explain the concept of synchronization and its importance in Java?,FALSE,"java,concept synchronization,synchronization,synchronization importance"
What are the main principles of Object-Oriented Programming in Java?,TRUE,"object oriented,java,programming java,object-oriented programming"
Can you explain the difference between an interface and an abstract class in Java?,TRUE,"interface,interface abstract,java,abstract class"
What is the significance of the 'final' keyword in Java? Provide examples of where it can be applied.,FALSE,"keyword java,java,final keyword,final"
"How does Java handle memory management, and what are the roles of the Stack and Heap?",FALSE,"memory management,java,stack heap,handle memory"
Explain exception handling in Java. What is the difference between checked and unchecked exceptions?,TRUE,"java,exception handling,unchecked exceptions,explain exception"
"What are Java Collections, and can you name some common interfaces and classes in the Collections framework?",FALSE,"java collections,classes collections,collections framework,collections"
"How does the 'synchronized' keyword work in Java, and what is its purpose?",FALSE,"synchronized,synchronized keyword,does synchronized,java"
Can you discuss the concept of garbage collection in Java and how it impacts application performance?,FALSE,"garbage collection,java,collection java,java impacts"
Describe the Java Stream API. How does it differ from traditional collection manipulation methods?,FALSE,"the java stream api,stream api,java stream,collection manipulation"
"What is the Java Virtual Machine (JVM), and how does it contribute to Java's platform independence?",FALSE,"the java virtual machine,java,java virtual,java platform,machine jvm"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,TRUE,"compiled language,compilation interpretation,interpreted language"
"What is an algorithm? Can you describe a simple algorithm, like finding the largest number in a list?",TRUE,"algorithm,algorithm like,algorithm simple"
"What are the basic data types you are familiar with (e.g., in Python or Java)? Explain their uses with examples.",FALSE,"data,basic data,python,data types,java"
"Explain the concept of object-oriented programming (OOP) and how it is implemented in Python (mention classes, objects, methods).",FALSE,"programming oop,object oriented,oop implemented,python"
What is a Python dictionary? Explain how you would access and modify values within a dictionary.,FALSE,"python dictionary,values dictionary,dictionary"
Write a simple SQL query to select all rows from a table named 'Students' where the 'GPA' is greater than 3.5.,TRUE,"students gpa,gpa,select rows,3.5,gpa greater"
"Describe one of your academic projects. Explain your role, the technologies used, and any challenges you faced during development.  Focus on one aspect of the project in detail – perhaps the most challenging part or the part you are most proud of.",FALSE,"one,projects explain,projects,academic projects,focus"
Explain the difference between `==` and `.equals()` in Java.,TRUE,"equals,equals java,java,difference equals"
What are the different data types in Java? Give examples of each.,TRUE,"java,types java,data types,java examples"
What is the purpose of an array and how do you declare and initialize one in Java?,FALSE,"array,initialize java,array declare,java"
"Explain the concept of object-oriented programming (OOP) and its four main principles (Encapsulation, Inheritance, Polymorphism, Abstraction).  Give a simple Java example to illustrate one principle.",TRUE,"four,one,programming oop,java,object oriented"
What is a Java exception? Explain the try-catch-finally block.,FALSE,"exception explain,java exception,java,exception"
What are the differences between an interface and an abstract class in Java?,TRUE,"interface,interface abstract,java,abstract class"
Explain the concept of inheritance and polymorphism in Java with examples.,FALSE,"concept inheritance,inheritance polymorphism,java,polymorphism java"
What is a Collection in Java? Name a few common Collection types and their use cases.,FALSE,"collection types,collection,collection java"
Describe your understanding of Generics in Java. What are their benefits?,FALSE,"java,generics,understanding generics,generics java"
"Walk me through your most significant academic project involving Java. Explain the problem you solved, your approach, and the technologies used.",FALSE,"java explain,java,involving java"
"What was your role in the project? What challenges did you face, and how did you overcome them?",TRUE,"project challenges,project,role project"
Explain the difference between `==` and `.equals()` in Java when comparing strings.  Give an example.,FALSE,"difference equals,equals java,java,java comparing"
Describe a situation where you had a conflict with a teammate. How did you resolve it?,FALSE,"conflict,situation conflict,conflict teammate"
What are the different data types in Java?  Give examples of when you would use each.,TRUE,"java,types java,data types,java examples"
"Describe the concept of Object-Oriented Programming (OOP) and list its four main principles (Abstraction, Encapsulation, Inheritance, Polymorphism). Give a simple example illustrating one of these principles.",TRUE,"object-oriented programming,four,one,programming oop,object oriented"
What is a collection in Java? Name at least three different collection types and when you might use each.,FALSE,"at least three,java,collection types,collection,collection java"
Explain the difference between an interface and an abstract class in Java.,TRUE,"interface,interface abstract,java,abstract class"
What is exception handling in Java? Explain the `try-catch` block and its purpose.,FALSE,"catch block,java,java explain,exception handling"
"Can you walk me through one of your academic projects? Focus on your role, the technologies used, the challenges you faced, and what you learned from the experience.",TRUE,"projects,academic projects,projects focus,one"
Explain the difference between `==` and `.equals()` in Java.  Give an example.,TRUE,"equals,equals java,java,difference equals"
What are the different types of data structures you are familiar with?  Give examples of when you would use each.,FALSE,"data,data structures,types data"
"Explain the concept of Object-Oriented Programming (OOP) and its four main principles (Abstraction, Encapsulation, Inheritance, Polymorphism).",TRUE,"object-oriented programming,four,programming oop,object oriented,oriented programming"
Describe the difference between a compiler and an interpreter.,FALSE,"compiler interpreter,compiler,interpreter"
What is the difference between an interface and an abstract class in Java?,TRUE,"interface,interface abstract,java,abstract class"
"Explain the concept of exception handling in Java. What are `try`, `catch`, and `finally` blocks used for?",FALSE,"catch finally,java,exception handling,java try"
What are Java Collections? Name a few common collection types and when you might use them.,FALSE,"java collections,collection types,collections common"
What is a `null pointer exception` and how can you avoid it?,FALSE,"null pointer,null,pointer exception"
Describe your understanding of Java's garbage collection mechanism.,FALSE,"java garbage,garbage collection,java,understanding java"
"Walk me through your most significant academic project. What were the challenges you faced, and how did you overcome them?",TRUE,"project challenges,challenges faced,challenges"
"What was your role in the project, and what technologies did you utilize? What contributions are you most proud of?",FALSE,"role project,contributions proud,project technologies"
Explain the difference between compilation and interpretation in the context of programming languages.  Give an example of a compiled language and an interpreted language.,TRUE,"compiled language,compilation interpretation,interpreted language"
What is an algorithm? Describe a simple algorithm you use in your daily life.,TRUE,"daily,algorithm use,algorithm,algorithm simple"
What is the difference between a `for` loop and a `while` loop? When would you choose one over the other?,TRUE,"difference loop,loop loop,one,loop"
Explain the concept of lists and dictionaries in Python.  What are their key differences and when would you use one over the other?,FALSE,"python,lists dictionaries,dictionaries python,dictionaries"
What is exception handling in Python? Briefly describe how you would use `try-except` blocks.,FALSE,"handling python,exception,exception handling"
Write a simple SQL query to select all columns from a table named 'students' where the 'GPA' is greater than 3.5.,TRUE,"students gpa,gpa,3.5,gpa greater,select columns"
"Describe one of your academic projects. Explain your role, the technologies used, and the challenges you faced.  What did you learn from this experience?",TRUE,"projects explain,academic projects,projects,one"
Explain the difference between `==` and `===` in JavaScript (or the equivalent in your preferred language).,TRUE,"javascript,difference javascript,javascript equivalent"
What is the difference between an array and a linked list?  When would you choose one over the other?,TRUE,"array linked,array,one,linked list"
"Describe what a stack and a queue are, and give real-world examples of where they are used.",TRUE,"queue,stack,stack queue"
Explain the concept of Big O notation and its importance in algorithm analysis. Give an example of an O(n) and an O(n^2) algorithm.,TRUE,"big notation,notation importance,algorithm analysis"
What is a relational database?  What are some common relational database management systems (RDBMS)?,TRUE,"systems rdbms,database management,relational database"
Write a SQL query to select all users from a table named `users` where the age is greater than 25.,TRUE,"sql,users age,age greater,select users"
Explain the difference between `INNER JOIN` and `LEFT JOIN` in SQL.,TRUE,"sql,join sql,left join,inner join"
"What are primary keys and foreign keys, and why are they important in database design?",TRUE,"primary keys,foreign keys,keys foreign"
What is database normalization and why is it important?,TRUE,"normalization,normalization important,database normalization"
Describe your experience using Git. What are some common Git commands you use?,TRUE,"git,git commands,using git"
Explain the concept of branching in Git and why it's useful in a collaborative development environment.,TRUE,"branching,git,git useful,branching git"
"Walk me through your most significant academic project.  What technologies did you use, and what were your key contributions?",FALSE,"project technologies,academic project,technologies"
"What challenges did you encounter in your project, and how did you overcome them?",TRUE,"challenges did,encounter project,challenges"
Explain the difference between `==` and `===` in JavaScript (or equivalent operators in your preferred language).,TRUE,"javascript,difference javascript,javascript equivalent"
What is the difference between a stack and a queue data structure?  Give examples of when you might use each.,TRUE,"difference stack,stack queue,queue data"
Describe what an algorithm is and give a simple example of one.,FALSE,"algorithm,simple example,one,algorithm simple"
Explain the concept of Big O notation and why it's important in software development.,FALSE,"big notation,notation,notation important"
What is a relational database? What are some popular examples?,FALSE,"database,relational,relational database"
Write a SQL query to select all users from a table named 'users' where the age is greater than 25.,TRUE,"sql,users age,age greater,select users"
"Explain the difference between `SELECT`, `INSERT`, `UPDATE`, and `DELETE` SQL commands.",TRUE,"sql,delete sql,sql commands,update delete"
"What are primary keys and foreign keys, and why are they important in database design?",TRUE,"primary keys,foreign keys,keys foreign"
"What is normalization in a database, and why is it beneficial?",FALSE,"normalization database,normalization,database beneficial"
"Explain the basic Git commands: `git clone`, `git add`, `git commit`, `git push`, and `git pull`.",TRUE,"git,basic git,git commands,commands git"
"What is a Git branch, and why are they useful in software development?",FALSE,"git,branch useful,git branch"
Describe a typical software development lifecycle (SDLC).,TRUE,"development lifecycle,lifecycle sdlc,sdlc"
"Walk me through your most significant academic project.  What were the challenges, and how did you overcome them?",TRUE,"project challenges,academic project,challenges"
"What was your role in the project, and what specific contributions did you make?",TRUE,"role project,project specific,specific contributions"
Explain the difference between `==` and `===` in JavaScript (or the equivalent in your preferred language).,TRUE,"javascript,difference javascript,javascript equivalent"
